Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
18.7,374274332,20329,18410.9,2816.0,1856,97191558,683660.0,ucopy_bf16
9.9,197546870,9256,21342.6,21024.0,18688,23360,1114.8,"void Marlin<(int)256, (int)1, (int)8, (int)8, (int)4, (int)8>(const int4 *, const int4 *, int4 *, const int4 *, int, int, int, int *)"
8.6,173320418,234,740685.5,76352.0,74880,1810020,842870.9,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x64_32x4_nn_align8>(T1::Params)
6.5,129522292,72,1798920.7,1798260.5,1794373,1804261,2639.7,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_32x6_nn_align8>(T1::Params)
5.6,111677366,1728,64628.1,64448.0,64096,68929,820.9,ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2f_stages_64x3_nn
4.9,98624300,2712,36365.9,37280.0,33345,38336,1431.7,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_nn
3.5,70903760,3456,20516.1,20512.0,19903,21216,298.6,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x2_nn_align8>(T1::Params)
3.4,67274380,192,350387.4,350289.0,349665,352161,432.0,"<unnamed>::gdn_full_chunk_forward_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
2.9,57959790,1728,33541.5,33505.0,32992,34272,217.7,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_nn
2.7,53297656,12633,4218.9,1376.0,1151,250305,22172.0,cast_bf16_f32
2.5,50098435,17298,2896.2,2912.0,1311,74337,4152.1,bmul_f32
2.4,48692217,2328,20915.9,10944.0,10239,71776,15559.9,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
2.3,46768930,14328,3264.2,2560.0,2176,75552,5303.7,ucopy_f32
2.1,42453831,8448,5025.3,1536.0,1279,55968,7583.3,bmul_bf16
2.0,40996122,7794,5260.0,6048.0,1600,22464,1902.2,"<unnamed>::fused_rmsnorm_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, float)"
1.7,33215426,14544,2283.8,1312.0,1151,60672,2773.6,cast_f32_bf16
1.5,30266296,480,63054.8,62912.0,62560,66303,577.5,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_nn
1.1,23040155,145,158897.6,116640.0,100800,217633,55885.2,fast_argmax_f32
